zipcode,lat,long
27252,35.5643,-79.3385
28901,35.1959,-83.8228
28423,34.3091,-78.3372
28450,34.3394,-78.5102
28331,35.0049,-78.9673
27917,36.3588,-75.9793
27852,35.751,-77.6706
27109,36.0275,-80.2073
27198,36.0275,-80.2073
28006,35.4069,-81.0947
27565,36.3313,-78.6134
27283,35.9543,-79.6386
27506,35.4132,-78.7356
28751,35.5201,-83.0929
28585,35.0745,-77.4595
28243,35.2271,-80.8431
28282,35.2242,-80.8447
28394,35.2171,-79.2562
27891,36.0758,-77.7167
27205,35.6396,-79.8509
27230,35.8028,-79.8797
28363,34.9882,-79.5823
28362,34.3791,-79.1279
28024,35.2416,-81.7755
27620,35.7977,-78.6253
27570,36.4357,-78.2367
27532,35.372,-78.0524
28669,36.1916,-81.0004
27895,35.7199,-77.9267
27217,36.1288,-79.4114
28684,36.3245,-81.5874
28652,36.0993,-81.9871
28653,36.0651,-81.9017
28657,36.059,-81.9303
27810,35.4458,-76.6391
28422,34.026,-78.1681
28667,35.7772,-81.4302
28017,35.2543,-81.667
27947,36.1714,-75.8621
27294,35.824,-80.2534
27009,36.2269,-80.093
27050,36.2336,-80.3915
27507,36.5076,-78.5646
27409,36.0777,-79.9086
27419,36.0726,-79.792
27420,36.113,-79.7759
28123,35.5432,-80.8473
27505,35.4181,-79.0435
28037,35.4837,-80.9898
28762,35.6169,-82.1686
28754,35.8528,-82.5254
28104,35.0604,-80.6958
28266,35.2271,-80.8431
28277,35.0552,-80.8195
27882,35.9302,-78.1085
28405,34.2651,-77.867
27820,36.4164,-77.2502
27836,35.5804,-77.3926
27204,35.7883,-79.7206
28023,35.5669,-80.59
27607,35.8014,-78.6877
27622,35.7977,-78.6253
27623,35.7977,-78.6253
27676,35.7977,-78.6253
28654,36.0788,-81.1781
28656,36.2384,-81.046
27018,36.2032,-80.5284
